id,nc,sent,type label,type pred,input,output,time
44,аю нарығы,Орман маңындағы жәрмеңкеде аңшылар тірі аюларын сатып тұрған — нағыз аю нарығы сияқты,,idiomatic,"In the Kazakh language, determine whether the expression [аю нарығы] in this context [Орман маңындағы жәрмеңкеде аңшылар тірі аюларын сатып тұрған — нағыз аю нарығы сияқты] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,0.7040271759033203
57,қара нарық,"Косметологияның қара нарығы заңды қатайтып, бақылауды күшейтуді талап етеді",,idiomatic,"In the Kazakh language, determine whether the expression [қара нарық] in this context [Косметологияның қара нарығы заңды қатайтып, бақылауды күшейтуді талап етеді] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""қара нарық"" (black market) in this context is used **idiomatically**. 

idiomatic",2.138465166091919
68,ақсүйек,"Ақсүйек ойыны тек жарыс пен ептілікті сынау емес, сонымен қатар, жастардың басын қосып, өзара жақын араласуға мүмкіндік беретін дәстүрлі ойын болған",,idiomatic,"In the Kazakh language, determine whether the expression [ақсүйек] in this context [Ақсүйек ойыны тек жарыс пен ептілікті сынау емес, сонымен қатар, жастардың басын қосып, өзара жақын араласуға мүмкіндік беретін дәстүрлі ойын болған] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.4237289428710938
69,ақсүйек,"Ақсүйекті тапқан ойыншы дереу өз тобының мүшелеріне дыбыс беріп, сөреге қарай жүгіреді",,idiomatic,"In the Kazakh language, determine whether the expression [ақсүйек] in this context [Ақсүйекті тапқан ойыншы дереу өз тобының мүшелеріне дыбыс беріп, сөреге қарай жүгіреді] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,4.343935966491699
85,бұқа нарығы,Ауылдың ортасында өткен бұқа нарығында әркім өз малының бағасын көтеріп сатуға тырысты,,literal,"In the Kazakh language, determine whether the expression [бұқа нарығы] in this context [Ауылдың ортасында өткен бұқа нарығында әркім өз малының бағасын көтеріп сатуға тырысты] is used idiomatically or literally. Return only: idiomatic or literal.",literal,3.0114190578460693
88,Аяғы ауыр,"Зоопарк қызметкерлері байқап қалды: пілдің аяғы ауырлап, әр қадамында жерді қатты басатын болған, сондықтан оған арнайы күтім қажет болды",,idiomatic,"In the Kazakh language, determine whether the expression [Аяғы ауыр] in this context [Зоопарк қызметкерлері байқап қалды: пілдің аяғы ауырлап, әр қадамында жерді қатты басатын болған, сондықтан оған арнайы күтім қажет болды] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.3790407180786133
99,астан-кестен,"Жаңа заң жобасы қоғамда үлкен дау туғызып, бәрінің ойын астан-кестен етті",,idiomatic,"In the Kazakh language, determine whether the expression [астан-кестен] in this context [Жаңа заң жобасы қоғамда үлкен дау туғызып, бәрінің ойын астан-кестен етті] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.568720579147339
115,жол беру,Велосипед жолының көше қиылысынан тыс орналасқан жолмен реттелмейтін қиылысында велосипедтердің және мопедтердің жүргізушілері осы жолмен жүріп келе жатқан көлік құралдарына жол беруге тиіс,,literal,"In the Kazakh language, determine whether the expression [жол беру] in this context [Велосипед жолының көше қиылысынан тыс орналасқан жолмен реттелмейтін қиылысында велосипедтердің және мопедтердің жүргізушілері осы жолмен жүріп келе жатқан көлік құралдарына жол беруге тиіс] is used idiomatically or literally. Return only: idiomatic or literal.","The expression **""жол беру""** in this context is used **literally**, as it refers to giving way or allowing passage to vehicles. 

**Output:** literal",1.9731228351593018
117,ақ жүрек,Баланың ақ жүрегі мен адалдығын бәрі бірден байқады,,idiomatic,"In the Kazakh language, determine whether the expression [ақ жүрек] in this context [Баланың ақ жүрегі мен адалдығын бәрі бірден байқады] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.131927251815796
118,ақ жүрек,Ауылда адамдар ақ жүректі дененің қызуын қайтару үшін ішеді.,,literal,"In the Kazakh language, determine whether the expression [ақ жүрек] in this context [Ауылда адамдар ақ жүректі дененің қызуын қайтару үшін ішеді.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,3.933408498764038
121,тас жүрек,"Жүректі тас етті ме кілең “мықты”,Кешір мені, ағажан, ренжіттім",,idiomatic,"In the Kazakh language, determine whether the expression [тас жүрек] in this context [Жүректі тас етті ме кілең “мықты”,Кешір мені, ағажан, ренжіттім] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,6.126827955245972
129,қызойнақ,"Қызойнақ көп ұйымдастырылмайды, ата – ана оған өз қатысуына қыздарына қатаң тыйым салған",,literal,"In the Kazakh language, determine whether the expression [қызойнақ] in this context [Қызойнақ көп ұйымдастырылмайды, ата – ана оған өз қатысуына қыздарына қатаң тыйым салған] is used idiomatically or literally. Return only: idiomatic or literal.",literal,5.461049556732178
132,қызғылт жалау,Қарым-қатынастың басында байқалған ұсақ түсінбеушіліктер кейін үлкен мәселенің қызғылт жалауы болып шықты,,idiomatic,"In the Kazakh language, determine whether the expression [қызғылт жалау] in this context [Қарым-қатынастың басында байқалған ұсақ түсінбеушіліктер кейін үлкен мәселенің қызғылт жалауы болып шықты] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.754208564758301
150,шелектеп құйып тұр,"Осындай мекемелердің бірінің жанынан өтіп бара жатып, біз іштей қуанамыз — дәл қазір сол жерде емес, далада жүргенімізге, тіпті аспаннан шелектеп жаңбыр жауып тұрса да.",,idiomatic,"In the Kazakh language, determine whether the expression [шелектеп құйып тұр] in this context [Осындай мекемелердің бірінің жанынан өтіп бара жатып, біз іштей қуанамыз — дәл қазір сол жерде емес, далада жүргенімізге, тіпті аспаннан шелектеп жаңбыр жауып тұрса да.] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""шелектеп құйып тұр"" in this context is used **idiomatically** to describe heavy rain, akin to ""pouring buckets"" in English. 

**idiomatic**",2.031766653060913
152,аузынан шығып кету,"Әзілі шамадан асып, орынсыз сөз аузынан шығып кетті, соның кесірінен бәрі ренжіді.",,idiomatic,"In the Kazakh language, determine whether the expression [аузынан шығып кету] in this context [Әзілі шамадан асып, орынсыз сөз аузынан шығып кетті, соның кесірінен бәрі ренжіді.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.816307544708252
153,аузынан шығып кету,"Ол құпияны айтпаймын деп еді, бірақ байқамай аузынан шығып кетті",,idiomatic,"In the Kazakh language, determine whether the expression [аузынан шығып кету] in this context [Ол құпияны айтпаймын деп еді, бірақ байқамай аузынан шығып кетті] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,4.516033172607422
154,су жүрек,Ерлік керек сәтте үндемей қалған оны достары су жүрек деп мазақ етті.,,idiomatic,"In the Kazakh language, determine whether the expression [су жүрек] in this context [Ерлік керек сәтте үндемей қалған оны достары су жүрек деп мазақ етті.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,1.2168645858764648
21,жаны құю,"Ол жұмысқа келгеніне бір апта ғана болса да, бәріне көмектесіп жүрген жаны құйған жігіт екен",,idiomatic,"In the Kazakh language, determine whether the expression [жаны құю] in this context [Ол жұмысқа келгеніне бір апта ғана болса да, бәріне көмектесіп жүрген жаны құйған жігіт екен] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.6891210079193115
22,отқа май құю,"Ол отқа май құюды жақсы көреді, дәл бір лепрекон сияқты, зиянды шайтани бала, әрқашан жаңа бір әдепсіз қылықты жасап шығуға дайын тұрады.",,idiomatic,"In the Kazakh language, determine whether the expression [отқа май құю] in this context [Ол отқа май құюды жақсы көреді, дәл бір лепрекон сияқты, зиянды шайтани бала, әрқашан жаңа бір әдепсіз қылықты жасап шығуға дайын тұрады.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,1.4230525493621826
26,Құдайдың ісі,Кейде өмірде неге олай болғанын түсіне алмайсың — бәрі де Құдайдың ісі,,idiomatic,"In the Kazakh language, determine whether the expression [Құдайдың ісі] in this context [Кейде өмірде неге олай болғанын түсіне алмайсың — бәрі де Құдайдың ісі] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,4.334500312805176
100,ай мен күндей,Ол екеуі бір-біріне ай мен күндей жарасатын жұп еді,,idiomatic,"In the Kazakh language, determine whether the expression [ай мен күндей] in this context [Ол екеуі бір-біріне ай мен күндей жарасатын жұп еді] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""ай мен күндей"" in this context is used **idiomatically**.",1.3375837802886963
