language	compound	folder	nc sim	avg img sim	img sim matrix	lit ct sim	idm ct sim	lit trans sim	idm trans sim
Chinese	画蛇添足	画蛇添足	{'48411095324.png': np.float32(0.22825609), '49602188584.png': np.float32(0.22762781), '34644445128.png': np.float32(0.22161952), '35987474946.png': np.float32(0.21289793), '37916624504.png': np.float32(0.2067391)}	{'49602188584.png': np.float32(0.6967418), '48411095324.png': np.float32(0.68649375), '37916624504.png': np.float32(0.6844946), '34644445128.png': np.float32(0.68436843), '35987474946.png': np.float32(0.6470058)}	{'48411095324.png': {'49602188584.png': 0.6713648438453674, '37916624504.png': 0.6700512170791626, '34644445128.png': 0.6816967725753784, '35987474946.png': 0.722862184047699}, '49602188584.png': {'48411095324.png': 0.6713648438453674, '37916624504.png': 0.771395206451416, '34644445128.png': 0.7151305079460144, '35987474946.png': 0.6290766000747681}, '37916624504.png': {'48411095324.png': 0.6700512170791626, '49602188584.png': 0.771395206451416, '34644445128.png': 0.7005470395088196, '35987474946.png': 0.5959850549697876}, '34644445128.png': {'48411095324.png': 0.6816967725753784, '49602188584.png': 0.7151305079460144, '37916624504.png': 0.7005470395088196, '35987474946.png': 0.6400994658470154}, '35987474946.png': {'48411095324.png': 0.722862184047699, '49602188584.png': 0.6290766000747681, '37916624504.png': 0.5959850549697876, '34644445128.png': 0.6400994658470154}}	[]	[{'49602188584.png': 0.21770000457763672, '48411095324.png': 0.2150000035762787, '34644445128.png': 0.19789999723434448, '37916624504.png': 0.18780000507831573, '35987474946.png': 0.18160000443458557}, {'49602188584.png': 0.22269999980926514, '48411095324.png': 0.21649999916553497, '34644445128.png': 0.2092999964952469, '37916624504.png': 0.20579999685287476, '35987474946.png': 0.20399999618530273}]	[{'35987474946.png': 0.289000004529953, '49602188584.png': 0.19859999418258667, '37916624504.png': 0.1809999942779541, '48411095324.png': 0.17949999868869781, '34644445128.png': 0.17069999873638153}]	[{'35987474946.png': 0.21480000019073486, '34644445128.png': 0.2087000012397766, '49602188584.png': 0.19769999384880066, '37916624504.png': 0.1873999983072281, '48411095324.png': 0.17829999327659607}, {'49602188584.png': 0.22310000658035278, '35987474946.png': 0.22269999980926514, '48411095324.png': 0.2215999960899353, '37916624504.png': 0.21899999678134918, '34644445128.png': 0.21549999713897705}]
Chinese	谋生之道	谋生之道	{'63783635329.png': np.float32(0.23264119), '16821056139.png': np.float32(0.2231923), '74217904944.png': np.float32(0.21698348), '49289377128.png': np.float32(0.20045155), '51989636373.png': np.float32(0.19488108)}	{'74217904944.png': np.float32(0.6954907), '63783635329.png': np.float32(0.6914565), '49289377128.png': np.float32(0.68060076), '51989636373.png': np.float32(0.66156167), '16821056139.png': np.float32(0.5971806)}	{'74217904944.png': {'51989636373.png': 0.6670936346054077, '49289377128.png': 0.6903750896453857, '16821056139.png': 0.6032294034957886, '63783635329.png': 0.8212647438049316}, '51989636373.png': {'74217904944.png': 0.6670936346054077, '49289377128.png': 0.776694655418396, '16821056139.png': 0.5812752842903137, '63783635329.png': 0.6211830973625183}, '49289377128.png': {'74217904944.png': 0.6903750896453857, '51989636373.png': 0.776694655418396, '16821056139.png': 0.5680865049362183, '63783635329.png': 0.6872467398643494}, '16821056139.png': {'74217904944.png': 0.6032294034957886, '51989636373.png': 0.5812752842903137, '49289377128.png': 0.5680865049362183, '63783635329.png': 0.6361312866210938}, '63783635329.png': {'74217904944.png': 0.8212647438049316, '51989636373.png': 0.6211830973625183, '49289377128.png': 0.6872467398643494, '16821056139.png': 0.6361312866210938}}	[]	[{'16821056139.png': 0.23180000483989716, '63783635329.png': 0.22360000014305115, '49289377128.png': 0.20640000700950623, '51989636373.png': 0.1973000019788742, '74217904944.png': 0.19629999995231628}, {'63783635329.png': 0.2304999977350235, '16821056139.png': 0.22050000727176666, '49289377128.png': 0.218299999833107, '51989636373.png': 0.21699999272823334, '74217904944.png': 0.20430000126361847}]	[{'74217904944.png': 0.257099986076355, '63783635329.png': 0.24529999494552612, '51989636373.png': 0.24220000207424164, '49289377128.png': 0.24040000140666962, '16821056139.png': 0.2222999930381775}]	[{'49289377128.png': 0.2361000031232834, '74217904944.png': 0.23309999704360962, '16821056139.png': 0.22930000722408295, '51989636373.png': 0.22840000689029694, '63783635329.png': 0.21950000524520874}, {'49289377128.png': 0.22280000150203705, '74217904944.png': 0.21940000355243683, '63783635329.png': 0.21469999849796295, '51989636373.png': 0.21459999680519104, '16821056139.png': 0.20659999549388885}]
Chinese	千钧一发	千钧一发	{'38392588816.png': np.float32(0.21643785), '97499700396.png': np.float32(0.21363327), '79027994353.png': np.float32(0.20955437), '30652490999.png': np.float32(0.20805341), '12531541750.png': np.float32(0.19994947)}	{'38392588816.png': np.float32(0.67642903), '79027994353.png': np.float32(0.66050375), '30652490999.png': np.float32(0.65932965), '97499700396.png': np.float32(0.64234304), '12531541750.png': np.float32(0.6393776)}	{'30652490999.png': {'38392588816.png': 0.680631160736084, '97499700396.png': 0.6430202126502991, '79027994353.png': 0.6962694525718689, '12531541750.png': 0.6173977255821228}, '38392588816.png': {'30652490999.png': 0.680631160736084, '97499700396.png': 0.7089662551879883, '79027994353.png': 0.6809078454971313, '12531541750.png': 0.6352109313011169}, '97499700396.png': {'30652490999.png': 0.6430202126502991, '38392588816.png': 0.7089662551879883, '79027994353.png': 0.5886610150337219, '12531541750.png': 0.6287247538566589}, '79027994353.png': {'30652490999.png': 0.6962694525718689, '38392588816.png': 0.6809078454971313, '97499700396.png': 0.5886610150337219, '12531541750.png': 0.676176905632019}, '12531541750.png': {'30652490999.png': 0.6173977255821228, '38392588816.png': 0.6352109313011169, '97499700396.png': 0.6287247538566589, '79027994353.png': 0.676176905632019}}	[]	[]	[{'38392588816.png': 0.25540000200271606, '97499700396.png': 0.25450000166893005, '79027994353.png': 0.1988999992609024, '30652490999.png': 0.19370000064373016, '12531541750.png': 0.19329999387264252}]	[{'97499700396.png': 0.21889999508857727, '30652490999.png': 0.218299999833107, '79027994353.png': 0.21660000085830688, '38392588816.png': 0.21130000054836273, '12531541750.png': 0.19380000233650208}, {'97499700396.png': 0.24779999256134033, '38392588816.png': 0.24150000512599945, '30652490999.png': 0.23399999737739563, '12531541750.png': 0.21739999949932098, '79027994353.png': 0.21299999952316284}]
Chinese	大局	大局	{'35211076979.png': np.float32(0.19025955), '67990223652.png': np.float32(0.18878381), '63741811181.png': np.float32(0.18387517), '58619200128.png': np.float32(0.18195656), '70067563286.png': np.float32(0.18074986)}	{'70067563286.png': np.float32(0.6845089), '67990223652.png': np.float32(0.6617563), '63741811181.png': np.float32(0.6450539), '58619200128.png': np.float32(0.6321583), '35211076979.png': np.float32(0.5589193)}	{'70067563286.png': {'58619200128.png': 0.6836988925933838, '67990223652.png': 0.7414995431900024, '63741811181.png': 0.761366605758667, '35211076979.png': 0.5514706373214722}, '58619200128.png': {'70067563286.png': 0.6836988925933838, '67990223652.png': 0.6794539093971252, '63741811181.png': 0.5844376087188721, '35211076979.png': 0.5810428857803345}, '67990223652.png': {'70067563286.png': 0.7414995431900024, '58619200128.png': 0.6794539093971252, '63741811181.png': 0.6786596179008484, '35211076979.png': 0.5474119186401367}, '63741811181.png': {'70067563286.png': 0.761366605758667, '58619200128.png': 0.5844376087188721, '67990223652.png': 0.6786596179008484, '35211076979.png': 0.5557517409324646}, '35211076979.png': {'70067563286.png': 0.5514706373214722, '58619200128.png': 0.5810428857803345, '67990223652.png': 0.5474119186401367, '63741811181.png': 0.5557517409324646}}	[]	[{'70067563286.png': 0.21220000088214874, '67990223652.png': 0.2094999998807907, '58619200128.png': 0.20280000567436218, '63741811181.png': 0.19169999659061432, '35211076979.png': 0.1890999972820282}, {'67990223652.png': 0.21289999783039093, '58619200128.png': 0.20469999313354492, '70067563286.png': 0.1972000002861023, '63741811181.png': 0.188400000333786, '35211076979.png': 0.1834000051021576}]	[{'67990223652.png': 0.21879999339580536, '70067563286.png': 0.21130000054836273, '58619200128.png': 0.210099995136261, '35211076979.png': 0.20720000565052032, '63741811181.png': 0.19939999282360077}]	[{'67990223652.png': 0.20999999344348907, '35211076979.png': 0.2069000005722046, '70067563286.png': 0.2021999955177307, '58619200128.png': 0.20080000162124634, '63741811181.png': 0.1931000053882599}, {'35211076979.png': 0.23800000548362732, '63741811181.png': 0.22120000422000885, '70067563286.png': 0.21639999747276306, '67990223652.png': 0.20559999346733093, '58619200128.png': 0.20180000364780426}]
Chinese	大人物	大人物-3	{'65558102268.png': np.float32(0.21527594), '23135864284.png': np.float32(0.2086839), '12090164536.png': np.float32(0.20031834), '36332428851.png': np.float32(0.19670872), '36838940105.png': np.float32(0.19189191)}	{'36332428851.png': np.float32(0.6323548), '65558102268.png': np.float32(0.6119365), '23135864284.png': np.float32(0.60901105), '12090164536.png': np.float32(0.59418607), '36838940105.png': np.float32(0.56561786)}	{'23135864284.png': {'65558102268.png': 0.635642945766449, '12090164536.png': 0.5966314077377319, '36838940105.png': 0.5437053442001343, '36332428851.png': 0.660064697265625}, '65558102268.png': {'23135864284.png': 0.635642945766449, '12090164536.png': 0.6021366715431213, '36838940105.png': 0.5560535788536072, '36332428851.png': 0.6539128422737122}, '12090164536.png': {'23135864284.png': 0.5966314077377319, '65558102268.png': 0.6021366715431213, '36838940105.png': 0.5626234412193298, '36332428851.png': 0.6153526902198792}, '36838940105.png': {'23135864284.png': 0.5437053442001343, '65558102268.png': 0.5560535788536072, '12090164536.png': 0.5626234412193298, '36332428851.png': 0.6000890731811523}, '36332428851.png': {'23135864284.png': 0.660064697265625, '65558102268.png': 0.6539128422737122, '12090164536.png': 0.6153526902198792, '36838940105.png': 0.6000890731811523}}	[]	[]	[{'12090164536.png': 0.225600004196167, '65558102268.png': 0.22339999675750732, '36332428851.png': 0.21780000627040863, '23135864284.png': 0.2076999992132187, '36838940105.png': 0.19609999656677246}]	[{'65558102268.png': 0.2433999925851822, '36332428851.png': 0.20810000598430634, '23135864284.png': 0.2079000025987625, '12090164536.png': 0.2003999948501587, '36838940105.png': 0.19329999387264252}, {'65558102268.png': 0.25200000405311584, '36332428851.png': 0.24240000545978546, '36838940105.png': 0.23929999768733978, '23135864284.png': 0.23929999768733978, '12090164536.png': 0.2281000018119812}, {'65558102268.png': 0.22010000050067902, '23135864284.png': 0.21220000088214874, '12090164536.png': 0.2046000063419342, '36838940105.png': 0.2045000046491623, '36332428851.png': 0.1964000016450882}]
Chinese	天灾	天灾	{'21370946736.png': np.float32(0.21788992), '13836576209.png': np.float32(0.21747419), '28486473573.png': np.float32(0.21611919), '53328317921.png': np.float32(0.19552475), '24351206549.png': np.float32(0.19465658)}	{'28486473573.png': np.float32(0.75205517), '53328317921.png': np.float32(0.7361113), '13836576209.png': np.float32(0.7211405), '21370946736.png': np.float32(0.6895571), '24351206549.png': np.float32(0.6454452)}	{'28486473573.png': {'24351206549.png': 0.7035503387451172, '13836576209.png': 0.7534322142601013, '53328317921.png': 0.8688080310821533, '21370946736.png': 0.6824299097061157}, '24351206549.png': {'28486473573.png': 0.7035503387451172, '13836576209.png': 0.6170197129249573, '53328317921.png': 0.6563035845756531, '21370946736.png': 0.6049071550369263}, '13836576209.png': {'28486473573.png': 0.7534322142601013, '24351206549.png': 0.6170197129249573, '53328317921.png': 0.731276273727417, '21370946736.png': 0.7828339338302612}, '53328317921.png': {'28486473573.png': 0.8688080310821533, '24351206549.png': 0.6563035845756531, '13836576209.png': 0.731276273727417, '21370946736.png': 0.6880573034286499}, '21370946736.png': {'28486473573.png': 0.6824299097061157, '24351206549.png': 0.6049071550369263, '13836576209.png': 0.7828339338302612, '53328317921.png': 0.6880573034286499}}	[]	[]	[{'13836576209.png': 0.2648000121116638, '28486473573.png': 0.24549999833106995, '53328317921.png': 0.24120000004768372, '21370946736.png': 0.21879999339580536, '24351206549.png': 0.19140000641345978}]	[{'53328317921.png': 0.26330000162124634, '28486473573.png': 0.2312999963760376, '13836576209.png': 0.2281000018119812, '21370946736.png': 0.20239999890327454, '24351206549.png': 0.19329999387264252}]
Chinese	纸上谈兵	纸上谈兵	{'79701349188.png': np.float32(0.22395086), '63480023532.png': np.float32(0.22003295), '16456095071.png': np.float32(0.20543914), '84145997660.png': np.float32(0.20258093), '94643478949.png': np.float32(0.18731676)}	{'16456095071.png': np.float32(0.64201766), '79701349188.png': np.float32(0.61467826), '84145997660.png': np.float32(0.61099553), '63480023532.png': np.float32(0.6092664), '94643478949.png': np.float32(0.5697384)}	{'63480023532.png': {'16456095071.png': 0.6293931007385254, '79701349188.png': 0.6413417458534241, '94643478949.png': 0.527742326259613, '84145997660.png': 0.6385884881019592}, '16456095071.png': {'63480023532.png': 0.6293931007385254, '79701349188.png': 0.6610451340675354, '94643478949.png': 0.6088904738426208, '84145997660.png': 0.6687420010566711}, '79701349188.png': {'63480023532.png': 0.6413417458534241, '16456095071.png': 0.6610451340675354, '94643478949.png': 0.58099764585495, '84145997660.png': 0.5753287076950073}, '94643478949.png': {'63480023532.png': 0.527742326259613, '16456095071.png': 0.6088904738426208, '79701349188.png': 0.58099764585495, '84145997660.png': 0.5613230466842651}, '84145997660.png': {'63480023532.png': 0.6385884881019592, '16456095071.png': 0.6687420010566711, '79701349188.png': 0.5753287076950073, '94643478949.png': 0.5613230466842651}}	[]	[{'16456095071.png': 0.2249000072479248, '84145997660.png': 0.2168000042438507, '79701349188.png': 0.21359999477863312, '63480023532.png': 0.21050000190734863, '94643478949.png': 0.19210000336170197}, {'16456095071.png': 0.2304999977350235, '63480023532.png': 0.22509999573230743, '84145997660.png': 0.21559999883174896, '79701349188.png': 0.21310000121593475, '94643478949.png': 0.19740000367164612}]	[{'94643478949.png': 0.2280000001192093, '84145997660.png': 0.21439999341964722, '16456095071.png': 0.20419999957084656, '79701349188.png': 0.17520000040531158, '63480023532.png': 0.1745000034570694}]	[{'63480023532.png': 0.22120000422000885, '84145997660.png': 0.19850000739097595, '94643478949.png': 0.18649999797344208, '79701349188.png': 0.18619999289512634, '16456095071.png': 0.18230000138282776}, {'16456095071.png': 0.2345000058412552, '79701349188.png': 0.21770000457763672, '84145997660.png': 0.21559999883174896, '63480023532.png': 0.20839999616146088, '94643478949.png': 0.19030000269412994}]
Chinese	摇钱树	摇钱树	{'83583521480.png': np.float32(0.2131396), '73388083038.png': np.float32(0.2103666), '40755526442.png': np.float32(0.20552598), '59733468950.png': np.float32(0.20301232), '67008477690.png': np.float32(0.20011693)}	{'73388083038.png': np.float32(0.77764094), '67008477690.png': np.float32(0.75212085), '40755526442.png': np.float32(0.71980107), '83583521480.png': np.float32(0.69932747), '59733468950.png': np.float32(0.68832016)}	{'59733468950.png': {'67008477690.png': 0.7294155359268188, '40755526442.png': 0.6758257746696472, '73388083038.png': 0.7589467763900757, '83583521480.png': 0.5890927314758301}, '67008477690.png': {'59733468950.png': 0.7294155359268188, '40755526442.png': 0.6963960528373718, '73388083038.png': 0.8801735639572144, '83583521480.png': 0.7024983763694763}, '40755526442.png': {'59733468950.png': 0.6758257746696472, '67008477690.png': 0.6963960528373718, '73388083038.png': 0.7363536357879639, '83583521480.png': 0.7706290483474731}, '73388083038.png': {'59733468950.png': 0.7589467763900757, '67008477690.png': 0.8801735639572144, '40755526442.png': 0.7363536357879639, '83583521480.png': 0.7350896596908569}, '83583521480.png': {'59733468950.png': 0.5890927314758301, '67008477690.png': 0.7024983763694763, '40755526442.png': 0.7706290483474731, '73388083038.png': 0.7350896596908569}}	[]	[{'83583521480.png': 0.20360000431537628, '67008477690.png': 0.19789999723434448, '73388083038.png': 0.1891999989748001, '40755526442.png': 0.18860000371932983, '59733468950.png': 0.17790000140666962}, {'73388083038.png': 0.17399999499320984, '83583521480.png': 0.1729000061750412, '40755526442.png': 0.1720000058412552, '67008477690.png': 0.1720000058412552, '59733468950.png': 0.1460999995470047}]	[{'73388083038.png': 0.26460000872612, '67008477690.png': 0.2578999996185303, '83583521480.png': 0.23000000417232513, '59733468950.png': 0.21230000257492065, '40755526442.png': 0.211899995803833}]	[{'83583521480.png': 0.22290000319480896, '40755526442.png': 0.19939999282360077, '59733468950.png': 0.19850000739097595, '73388083038.png': 0.1956000030040741, '67008477690.png': 0.17910000681877136}]
Chinese	黑市	黑市	{'34457026645.png': np.float32(0.20989677), '69967805441.png': np.float32(0.19761716), '55681093226.png': np.float32(0.19355989), '52983111739.png': np.float32(0.19206287), '52312161386.png': np.float32(0.17587729)}	{'69967805441.png': np.float32(0.65026253), '55681093226.png': np.float32(0.6183324), '52312161386.png': np.float32(0.598975), '52983111739.png': np.float32(0.5771333), '34457026645.png': np.float32(0.5483941)}	{'52312161386.png': {'55681093226.png': 0.6286571621894836, '52983111739.png': 0.5595426559448242, '69967805441.png': 0.6568859815597534, '34457026645.png': 0.5508143305778503}, '55681093226.png': {'52312161386.png': 0.6286571621894836, '52983111739.png': 0.6366203427314758, '69967805441.png': 0.6867220401763916, '34457026645.png': 0.5213301181793213}, '52983111739.png': {'52312161386.png': 0.5595426559448242, '55681093226.png': 0.6366203427314758, '69967805441.png': 0.6241903305053711, '34457026645.png': 0.4881800413131714}, '69967805441.png': {'52312161386.png': 0.6568859815597534, '55681093226.png': 0.6867220401763916, '52983111739.png': 0.6241903305053711, '34457026645.png': 0.6332518458366394}, '34457026645.png': {'52312161386.png': 0.5508143305778503, '55681093226.png': 0.5213301181793213, '52983111739.png': 0.4881800413131714, '69967805441.png': 0.6332518458366394}}	[]	[]	[{'69967805441.png': 0.23810000717639923, '52312161386.png': 0.2296999990940094, '52983111739.png': 0.22789999842643738, '34457026645.png': 0.22759999334812164, '55681093226.png': 0.2101999968290329}]	[{'69967805441.png': 0.23810000717639923, '52312161386.png': 0.2296999990940094, '52983111739.png': 0.22789999842643738, '34457026645.png': 0.22759999334812164, '55681093226.png': 0.2101999968290329}]
Chinese	有喜了	有喜了	{'71022748472.png': np.float32(0.20237595), '75965009782.png': np.float32(0.19463171), '96916174504.png': np.float32(0.19333991), '93856003684.png': np.float32(0.18530886), '11929700175.png': np.float32(0.16943955)}	{'75965009782.png': np.float32(0.63896), '96916174504.png': np.float32(0.6377593), '93856003684.png': np.float32(0.63726103), '11929700175.png': np.float32(0.61681986), '71022748472.png': np.float32(0.5815747)}	{'11929700175.png': {'93856003684.png': 0.6341999769210815, '96916174504.png': 0.6247944831848145, '71022748472.png': 0.5583126544952393, '75965009782.png': 0.6499722003936768}, '93856003684.png': {'11929700175.png': 0.6341999769210815, '96916174504.png': 0.6524569988250732, '71022748472.png': 0.542071521282196, '75965009782.png': 0.7203156352043152}, '96916174504.png': {'11929700175.png': 0.6247944831848145, '93856003684.png': 0.6524569988250732, '71022748472.png': 0.6570740938186646, '75965009782.png': 0.6167116165161133}, '71022748472.png': {'11929700175.png': 0.5583126544952393, '93856003684.png': 0.542071521282196, '96916174504.png': 0.6570740938186646, '75965009782.png': 0.5688404440879822}, '75965009782.png': {'11929700175.png': 0.6499722003936768, '93856003684.png': 0.7203156352043152, '96916174504.png': 0.6167116165161133, '71022748472.png': 0.5688404440879822}}	[]	[{'96916174504.png': 0.20059999823570251, '71022748472.png': 0.19840000569820404, '75965009782.png': 0.18690000474452972, '93856003684.png': 0.18619999289512634, '11929700175.png': 0.1850000023841858}, {'71022748472.png': 0.19329999387264252, '93856003684.png': 0.18529999256134033, '75965009782.png': 0.18490000069141388, '96916174504.png': 0.17249999940395355, '11929700175.png': 0.1704999953508377}, {'71022748472.png': 0.2021999955177307, '96916174504.png': 0.19210000336170197, '75965009782.png': 0.1882999986410141, '93856003684.png': 0.18799999356269836, '11929700175.png': 0.1696999967098236}, {'71022748472.png': 0.2160000056028366, '96916174504.png': 0.20440000295639038, '75965009782.png': 0.20309999585151672, '93856003684.png': 0.19539999961853027, '11929700175.png': 0.18770000338554382}]	[{'71022748472.png': 0.22310000658035278, '93856003684.png': 0.2160000056028366, '75965009782.png': 0.2151000052690506, '96916174504.png': 0.21449999511241913, '11929700175.png': 0.17509999871253967}]	[{'96916174504.png': 0.26980000734329224, '71022748472.png': 0.2167000025510788, '75965009782.png': 0.19169999659061432, '93856003684.png': 0.19020000100135803, '11929700175.png': 0.16179999709129333}]
Chinese	茅塞顿开	茅塞顿开	{'71938957530.png': np.float32(0.23247184), '37112217256.png': np.float32(0.20174408), '24740629556.png': np.float32(0.20097487), '64833481686.png': np.float32(0.18604998), '24087611714.png': np.float32(0.17637658)}	{'71938957530.png': np.float32(0.66071355), '37112217256.png': np.float32(0.61410254), '24740629556.png': np.float32(0.6030362), '64833481686.png': np.float32(0.59809285), '24087611714.png': np.float32(0.47116265)}	{'37112217256.png': {'24740629556.png': 0.6206313967704773, '24087611714.png': 0.3925860524177551, '64833481686.png': 0.7690992951393127, '71938957530.png': 0.67409348487854}, '24740629556.png': {'37112217256.png': 0.6206313967704773, '24087611714.png': 0.46736451983451843, '64833481686.png': 0.5950692296028137, '71938957530.png': 0.7290797233581543}, '24087611714.png': {'37112217256.png': 0.3925860524177551, '24740629556.png': 0.46736451983451843, '64833481686.png': 0.40661099553108215, '71938957530.png': 0.6180890798568726}, '64833481686.png': {'37112217256.png': 0.7690992951393127, '24740629556.png': 0.5950692296028137, '24087611714.png': 0.40661099553108215, '71938957530.png': 0.6215919852256775}, '71938957530.png': {'37112217256.png': 0.67409348487854, '24740629556.png': 0.7290797233581543, '24087611714.png': 0.6180890798568726, '64833481686.png': 0.6215919852256775}}	[]	[]	[{'64833481686.png': 0.22750000655651093, '37112217256.png': 0.22669999301433563, '24740629556.png': 0.21950000524520874, '71938957530.png': 0.210099995136261, '24087611714.png': 0.18080000579357147}]	[{'71938957530.png': 0.23350000381469727, '24740629556.png': 0.22050000727176666, '37112217256.png': 0.20649999380111694, '64833481686.png': 0.20170000195503235, '24087611714.png': 0.17499999701976776}, {'24740629556.png': 0.22370000183582306, '71938957530.png': 0.20999999344348907, '37112217256.png': 0.2013999968767166, '64833481686.png': 0.19280000030994415, '24087611714.png': 0.16439999639987946}]
Chinese	睡个美容觉	睡个美容觉	{'89857554999.png': np.float32(0.23901455), '16036857969.png': np.float32(0.23062149), '50133125489.png': np.float32(0.22692472), '32043331576.png': np.float32(0.21418002), '86856486207.png': np.float32(0.19774905)}	{'32043331576.png': np.float32(0.7128048), '89857554999.png': np.float32(0.6955129), '50133125489.png': np.float32(0.6624512), '16036857969.png': np.float32(0.6563209), '86856486207.png': np.float32(0.5501846)}	{'16036857969.png': {'89857554999.png': 0.7008297443389893, '50133125489.png': 0.6565865278244019, '86856486207.png': 0.5504342913627625, '32043331576.png': 0.7174333333969116}, '89857554999.png': {'16036857969.png': 0.7008297443389893, '50133125489.png': 0.7121976613998413, '86856486207.png': 0.5616552829742432, '32043331576.png': 0.8073688745498657}, '50133125489.png': {'16036857969.png': 0.6565865278244019, '89857554999.png': 0.7121976613998413, '86856486207.png': 0.5216261744499207, '32043331576.png': 0.7593943476676941}, '86856486207.png': {'16036857969.png': 0.5504342913627625, '89857554999.png': 0.5616552829742432, '50133125489.png': 0.5216261744499207, '32043331576.png': 0.567022442817688}, '32043331576.png': {'16036857969.png': 0.7174333333969116, '89857554999.png': 0.8073688745498657, '50133125489.png': 0.7593943476676941, '86856486207.png': 0.567022442817688}}	[]	[{'89857554999.png': 0.23849999904632568, '50133125489.png': 0.22869999706745148, '32043331576.png': 0.2207999974489212, '16036857969.png': 0.21209999918937683, '86856486207.png': 0.19110000133514404}, {'89857554999.png': 0.24369999766349792, '50133125489.png': 0.22949999570846558, '32043331576.png': 0.22220000624656677, '16036857969.png': 0.2151000052690506, '86856486207.png': 0.18930000066757202}]	[{'50133125489.png': 0.23980000615119934, '32043331576.png': 0.23170000314712524, '16036857969.png': 0.20149999856948853, '89857554999.png': 0.18729999661445618, '86856486207.png': 0.15870000422000885}]	[{'32043331576.png': 0.2702000141143799, '50133125489.png': 0.26159998774528503, '16036857969.png': 0.2264000028371811, '89857554999.png': 0.22470000386238098, '86856486207.png': 0.18610000610351562}]
Chinese	产后抑郁症	产后抑郁症	{'58730065643.png': np.float32(0.26391363), '61569790914.png': np.float32(0.25032762), '94138937657.png': np.float32(0.22195694), '45253634757.png': np.float32(0.22039586), '66742452889.png': np.float32(0.21154346)}	{'94138937657.png': np.float32(0.6609136), '58730065643.png': np.float32(0.657146), '45253634757.png': np.float32(0.6226044), '66742452889.png': np.float32(0.6219273), '61569790914.png': np.float32(0.6117339)}	{'58730065643.png': {'94138937657.png': 0.6587446928024292, '61569790914.png': 0.7022675275802612, '45253634757.png': 0.6347095966339111, '66742452889.png': 0.6328619718551636}, '94138937657.png': {'58730065643.png': 0.6587446928024292, '61569790914.png': 0.6122869849205017, '45253634757.png': 0.7117171883583069, '66742452889.png': 0.6609055399894714}, '61569790914.png': {'58730065643.png': 0.7022675275802612, '94138937657.png': 0.6122869849205017, '45253634757.png': 0.5412153005599976, '66742452889.png': 0.5911660194396973}, '45253634757.png': {'58730065643.png': 0.6347095966339111, '94138937657.png': 0.7117171883583069, '61569790914.png': 0.5412153005599976, '66742452889.png': 0.6027757525444031}, '66742452889.png': {'58730065643.png': 0.6328619718551636, '94138937657.png': 0.6609055399894714, '61569790914.png': 0.5911660194396973, '45253634757.png': 0.6027757525444031}}	[{'58730065643.png': 0.23810000717639923, '61569790914.png': 0.22339999675750732, '94138937657.png': 0.21979999542236328, '66742452889.png': 0.21639999747276306, '45253634757.png': 0.21320000290870667}]	[]	[{'61569790914.png': 0.26989999413490295, '66742452889.png': 0.26429998874664307, '58730065643.png': 0.24040000140666962, '94138937657.png': 0.23909999430179596, '45253634757.png': 0.2087000012397766}]	[{'66742452889.png': 0.2833999991416931, '61569790914.png': 0.26820001006126404, '94138937657.png': 0.24310000240802765, '58730065643.png': 0.22910000383853912, '45253634757.png': 0.22020000219345093}]
Chinese	蓝图	蓝图	{'33669684141.png': np.float32(0.2392911), '49679618064.png': np.float32(0.19641367), '16011893767.png': np.float32(0.18742755), '57680564361.png': np.float32(0.18294844), '62998003494.png': np.float32(0.17396963)}	{'57680564361.png': np.float32(0.7651297), '49679618064.png': np.float32(0.73054427), '16011893767.png': np.float32(0.72464657), '62998003494.png': np.float32(0.6921505), '33669684141.png': np.float32(0.68529046)}	{'49679618064.png': {'16011893767.png': 0.7134544253349304, '57680564361.png': 0.8462803363800049, '33669684141.png': 0.6906293034553528, '62998003494.png': 0.6718130707740784}, '16011893767.png': {'49679618064.png': 0.7134544253349304, '57680564361.png': 0.7801573872566223, '33669684141.png': 0.6973011493682861, '62998003494.png': 0.7076733708381653}, '57680564361.png': {'49679618064.png': 0.8462803363800049, '16011893767.png': 0.7801573872566223, '33669684141.png': 0.6990985870361328, '62998003494.png': 0.7349826097488403}, '33669684141.png': {'49679618064.png': 0.6906293034553528, '16011893767.png': 0.6973011493682861, '57680564361.png': 0.6990985870361328, '62998003494.png': 0.6541329026222229}, '62998003494.png': {'49679618064.png': 0.6718130707740784, '16011893767.png': 0.7076733708381653, '57680564361.png': 0.7349826097488403, '33669684141.png': 0.6541329026222229}}	[]	[{'33669684141.png': 0.20100000500679016, '16011893767.png': 0.2004999965429306, '49679618064.png': 0.20020000636577606, '62998003494.png': 0.18559999763965607, '57680564361.png': 0.1785999983549118}]	[{'62998003494.png': 0.20600000023841858, '33669684141.png': 0.19670000672340393, '57680564361.png': 0.195700004696846, '16011893767.png': 0.193900004029274, '49679618064.png': 0.19030000269412994}]	[{'16011893767.png': 0.2053000032901764, '62998003494.png': 0.20319999754428864, '57680564361.png': 0.19470000267028809, '33669684141.png': 0.19290000200271606, '49679618064.png': 0.18449999392032623}, {'57680564361.png': 0.20900000631809235, '33669684141.png': 0.2085999995470047, '49679618064.png': 0.1979999989271164, '62998003494.png': 0.19470000267028809, '16011893767.png': 0.1890999972820282}]
