language	nc	image	caption
Portuguese-Brazil	viajar na maionese	60245511305.png	The image depicts an animated character, an elderly man with a beard and glasses, sitting on a ladder. He is wearing a brown hat and an orange jacket. The man is holding a brown suitcase with gold clasps. He is also wearing brown shoes with white laces. Below him, there is a large glass jar with an orange lid, which appears to be filled with a light-colored substance. The background is plain white. There is no visible text in the image. The style of the image is cartoonish and illustrative.
Portuguese-Brazil	viajar na maionese	51150156502.png	The image shows a stylized illustration of a glass bottle with a brown cork stopper. The bottle is filled with a bright orange liquid, which appears to be a juice or syrup. On the neck of the bottle, there are two green leaves, possibly indicating the flavor or type of the contents. At the bottom of the bottle, there are two whole, green tomatoes with their stems attached. The background is plain white, emphasizing the bottle and its contents. There is no visible text in the image. The style of the illustration is simple and cartoonish, with clean lines and a limited color palette.
Portuguese-Brazil	viajar na maionese	48729495123.png	The image is a stylized illustration of two animated characters, a man and a woman, shaking hands over a desk. The man is wearing a suit with a tie, glasses, and black shoes. The woman is dressed in a black blazer, an orange blouse, and black pants, with her hair styled in a bob. She is also wearing orange shoes. On the desk, there is a book and a small potted cactus with yellow flowers. The background is plain white. There is no visible text in the image.
Portuguese-Brazil	viajar na maionese	64411033979.png	The image is a cartoon illustration featuring three characters. On the left, there is a man with a beard and mustache, wearing a suit and tie, with his hands on his hips and a puzzled expression. In the center, there is a light bulb with a question mark above it, suggesting an idea or question. On the right, there are two characters: a woman with her arms crossed and a man with his hands on his hips and a frown. The woman is wearing a white blouse and a skirt, while the man is dressed in a suit and tie. The overall style is simple and colorful, with a white background. The image seems to convey a concept of problem-solving or idea generation, as indicated by the light bulb.
Portuguese-Brazil	viajar na maionese	76539249074.png	The image depicts a stylized illustration of a sandwich with various ingredients. The sandwich is composed of two slices of bread with visible seeds on the crust. Between the bread slices, there is a layer of what appears to be cheese, and on top of the cheese, there is a dollop of mayonnaise. The mayonnaise is being squeezed from a bottle, which is being held by a hand that is not fully visible in the image. The bottle is orange and has a white cap. The sandwich is placed on a white surface, and there are small droplets of mayonnaise that have fallen off the sandwich, suggesting the action of squeezing the bottle. The style of the image is cartoonish and colorful, with a focus on the textures and colors of the food items.
Portuguese-Brazil	joia rara	21627631381.png	The image is a digital illustration featuring a cartoon character of a woman standing behind a podium. She is smiling and holding a microphone in her right hand. The woman is wearing a white lab coat with an orange collar and a name tag on the left side of her chest. She has short brown hair and is wearing glasses.  In front of the podium, there are four cartoon children, each with a different hairstyle and color. They are clapping and appear to be listening to the woman. The children are dressed in white lab coats with orange collars, similar to the woman's, and are wearing glasses.  The background is plain white, which contrasts with the characters and the podium. There is no visible text in the image. The style of the illustration is simple and child-friendly, with bold outlines and a limited color palette.
Portuguese-Brazil	joia rara	53861059075.png	The image shows a person wearing a black necklace with a large, orange, spherical pendant. The person is wearing a plaid shirt with a collar. The background is plain and does not provide any additional context.
Portuguese-Brazil	joia rara	17511302204.png	The image shows a large, faceted gemstone encased within a transparent, dome-shaped holder. The gemstone has a rich, orange-brown hue with multiple facets reflecting light, giving it a sparkling appearance. The holder is placed on a black, circular base that appears to be made of a smooth, possibly metallic material. The background is blurred, emphasizing the gemstone and its holder. There is no visible text in the image. The style of the image is a close-up photograph with a focus on the gemstone, highlighting its color and facets.
Portuguese-Brazil	joia rara	34680477514.png	The image depicts a pile of dark, jagged rocks with orange and yellow flames emanating from them. The rocks are stacked in a pyramid shape, with the largest rock at the top. The flames appear to be burning brightly, suggesting a hot or fiery situation. The background is plain white, which contrasts with the dark color of the rocks and the warm hues of the flames. There is no visible text in the image. The style of the image is illustrative, with a focus on bold colors and simple shapes.
Portuguese-Brazil	joia rara	65956567209.png	The image features a group of five animated male characters, each with a distinct hairstyle and facial expression. They are dressed in basketball uniforms with the number 7 prominently displayed on the jerseys of the two characters on the ends. The characters are standing side by side, with the one on the far left holding a basketball. They all wear headbands and sneakers, and their poses suggest a sense of camaraderie and readiness. The background is plain white, emphasizing the characters. There is no visible text in the image.
Portuguese-Brazil	fundo do poço	90523108283.png	The image depicts a man with a beard, sitting on the ground inside a circular stone structure. He is wearing a white shirt and dark pants. The structure has a curved, tunnel-like shape with a grassy area visible through the opening. The man appears to be looking out of the structure, and there is a small puddle in front of him. The background shows a cloudy sky and a grassy hillside. The art style is illustrative with a focus on detail and shading.
Portuguese-Brazil	fundo do poço	55654767399.png	The image depicts a cozy, somewhat worn-out room with a man sitting in an orange armchair. He has a beard and is wearing a white shirt. The room has a rustic charm with exposed brick walls and a peeling paint effect on the ceiling. There's a desk with various items on it, including a lamp, a vase, and a plant. A window with a wooden frame is visible, and the room is adorned with several potted plants and vases. The overall style of the image is illustrative, with a warm color palette and a sense of homeliness.
Portuguese-Brazil	fundo do poço	41913834236.png	The image depicts a cartoon of a man standing in a room. He is wearing a white tank top and brown pants with visible dirt and stains. The man is holding a black case in his right hand. He has a distressed expression on his face.  The room has a dark gray background. On the left side of the room, there is a small table with a lamp and a few items on it. In the center of the room, there is an orange couch with a pillow on it. On the right side of the room, there is a small table with a vase containing flowers and a few other items. The floor appears to be a light color, possibly white or light gray.  There is no visible text in the image. The style of the image is illustrative and appears to be designed for a storyboard or a similar visual medium.
Portuguese-Brazil	fundo do poço	24546779365.png	The image depicts a whimsical scene with a rustic wooden structure that resembles a well or fountain. The structure is topped with a red tiled roof and is surrounded by a variety of plants and flowers. A waterfall or stream flows from the top of the structure, cascading down into a small pool at the base. The plants and flowers are in full bloom, with orange and yellow flowers prominently displayed. The ground is covered with a mix of rocks and dirt, and the entire scene is set against a backdrop of a pale blue sky with fluffy white clouds. There is no visible text in the image. The style of the image is illustrative and appears to be designed with a focus on realism within a fantastical setting.
Portuguese-Brazil	fundo do poço	30325460457.png	The image depicts a stylized illustration of a pipeline running through a landscape. The pipeline is large and orange, with a black top and a black bottom. It appears to be in the process of transporting a greenish liquid, which is flowing out of the top of the pipeline. The landscape surrounding the pipeline includes a body of water, a small island with a few buildings, and a hill with trees and a few structures. There are also three birds flying in the sky above the island. The overall style of the image is cartoonish and colorful, with a focus on the contrast between the orange pipeline and the greenish liquid.
Portuguese-Brazil	bicho do mato	90514399357.png	The image features a stylized illustration of a flower with orange petals and a yellow center, floating above a clear glass vase. The vase contains a small amount of water and a few black pebbles at the bottom. The flower stem is depicted with green leaves, and there is a single green leaf floating above the vase. The background is plain white, emphasizing the subject. There is no visible text in the image. The style of the illustration is flat with a limited color palette, giving it a modern and minimalist aesthetic.
Portuguese-Brazil	bicho do mato	39434050001.png	The image depicts an animated scene of two characters, a girl and a boy, sitting on a bench in a library. The girl is wearing an orange dress and has dark hair, while the boy is in a green shirt and has blonde hair. They are both looking at each other with expressions of surprise or interest.  The library is filled with bookshelves that are packed with books of various sizes and colors. The bookshelves are arranged in a way that creates a cozy and intellectual atmosphere. On the shelves, there are also decorative items such as potted plants, vases, and framed pictures.  The characters are seated on a bench that is positioned in front of the bookshelves. The bench is simple and functional, with a wooden seat and backrest. The floor of the library is a light color, and the overall lighting is soft and warm, suggesting a quiet and peaceful environment.  There is no visible text in the image. The relative positions of the objects suggest a well-organized and inviting space, with the characters at the center, drawing the viewer's attention. The image is a digital illustration with a high level of detail and a sense of depth and perspective.
Portuguese-Brazil	bicho do mato	90338786302.png	The image features a close-up of a plant with large, glossy green leaves. Peeking out from behind the leaves is a cartoon-style depiction of a fox's face. The fox has large, round eyes with a yellowish hue, and its fur appears to be a mix of brown and white. The background is a soft, blurred white, which contrasts with the vivid green of the leaves. The overall style of the image is whimsical and playful, with a focus on the juxtaposition of the natural and the cartoon elements.
Portuguese-Brazil	bicho do mato	58851919631.png	The image depicts an animated scene featuring a young boy and a dog. The boy, with brown hair and wearing a backpack, is kneeling down to pet a white dog with a brown collar. The dog is sitting on a patch of grass with small rocks scattered around. The boy is wearing orange boots and has a scarf around his neck. The background is plain white, emphasizing the subjects. There is no visible text in the image. The style of the image is cartoonish and detailed, with a focus on the interaction between the boy and the dog.
Portuguese-Brazil	bicho do mato	58683462805.png	The image is a digital illustration featuring a young boy standing under a string of orange lights. The boy is wearing a black t-shirt, shorts, and orange shoes. He has brown hair and is looking to the side with a neutral expression. Behind him, there is a crowd of people, some of whom are holding hands, suggesting a social gathering or event. The crowd is diverse, with individuals of various ages and styles of dress. The ground is littered with orange confetti, and there are orange flowers at the boy's feet. The overall atmosphere of the image is cheerful and festive.
Portuguese-Brazil	bala de prata	55349553158.png	The image depicts an animated character, a man, sitting at a desk. He is wearing glasses, a suit, and a tie. The man is holding a pen and appears to be writing on a piece of paper. On the desk, there is a stack of books, a gavel, and a small model of a building. The background is plain white.
Portuguese-Brazil	bala de prata	57364401267.png	The image shows a stylized illustration of a cylindrical object that resembles a cartridge or a bullet. It has a pointed tip at the top and a cylindrical body with a visible orange-yellow color at the bottom, which could be interpreted as a flame or a glowing tip. The object has a metallic sheen and appears to be a solid, single piece with no visible joints or parts. There is no visible text in the image. The style of the illustration is simplistic and graphic, with a limited color palette and a lack of detail that suggests it might be a logo or a symbol rather than a realistic depiction.
Portuguese-Brazil	bala de prata	50421349645.png	The image shows a roll of tape with a black core and an orange label. The tape is wound in a cylindrical shape and appears to be a product with a reflective surface, possibly indicating a glossy or adhesive quality. The background is plain white, emphasizing the tape roll. There is no visible text in the image.
Portuguese-Brazil	bala de prata	37000363160.png	The image shows a syringe with a needle pointing to the right and a vial of liquid with an orange hue and a black cap. The vial is placed next to the syringe, suggesting a medical or pharmaceutical context. The style of the image is illustrative, with a flat design and no visible text.
Portuguese-Brazil	bala de prata	30390395944.png	The image shows a long, horizontal arrangement of cartoonish, stylized rockets. Each rocket has a pointed nose and a cylindrical body with a visible engine at the back. The rockets are connected in a line, and they are colored in shades of orange and brown, with some featuring additional decorative elements such as stars and stripes. The background is a plain, light gray color, providing a stark contrast to the rockets. There is no visible text in the image. The style of the image is illustrative and appears to be designed for a playful or whimsical purpose, possibly for a game or a decorative item.
Portuguese-Brazil	berço de ouro	62033804389.png	The image is a stylized illustration of a family of four sitting on a large, patterned rug. The father is seated on the left, wearing a traditional outfit with a beard and mustache. The mother is seated in the center, wearing a long dress with a headscarf and a necklace. The daughter is seated on the right, wearing a dress with a headscarf and a necklace. The son is seated on the mother's lap, wearing a white outfit with a headband.  Behind them is a chandelier hanging from the ceiling. To the left, there is a lamp on a side table with a lamp shade and a vase with flowers. To the right, there is a potted plant and a small table with a bowl and a vase. The room has a traditional architectural style with arched doorways and a decorative archway in the background. The color palette is warm with a focus on oranges and yellows.
Portuguese-Brazil	berço de ouro	39980827571.png	The image depicts a stylized, cartoon-like illustration of a wooden crib. The crib has a simple design with vertical slats and a flat top. Inside the crib, there is a large, orange, polka-dotted pillow that resembles a piece of fruit. On the right side of the crib, there are three small, cartoonish figures hanging from a string. These figures appear to be animals, possibly bears, with one being orange and the other two being white. The background of the image is plain and does not provide any additional context or details. There is no visible text in the image.
Portuguese-Brazil	berço de ouro	96355156356.png	The image depicts a family of three in a modern, minimalist living room. A man and a woman are standing close together, holding a baby. The man is wearing a light blue long-sleeve shirt, dark pants, and brown shoes. The woman is wearing a yellow long-sleeve shirt, blue jeans, and white shoes. They are smiling and looking at the baby. The baby is wearing a white onesie.  The room has a neutral color palette with a large window allowing natural light to enter. On the left side of the image, there is a framed picture on the wall, a small plant in a pot, and a wooden shelf with a few items on it. On the right side, there is a brown armchair and a hanging light fixture. The overall style of the image is flat with a limited color palette, giving it a clean and contemporary feel.
Portuguese-Brazil	berço de ouro	34460300453.png	The image shows a stylized, cartoon-like depiction of a crib. The crib is golden with a curved top and four legs. It has a clear, glass-like front through which colorful beads and small flowers are visible, suggesting a playful or whimsical theme. The background is a solid, dark gray, which contrasts with the crib and its contents. There is no visible text in the image.
Portuguese-Brazil	berço de ouro	62554342794.png	The image features a stylized, cartoonish bear sitting on a round, orange platform. The bear has a light brown fur with darker brown ears and a lighter brown snout. It has large, round black eyes and a small, white nose. The bear's paws are visible, with the front paws resting on the platform and the back paws tucked under its body. The bear's mouth is slightly open, revealing a small, white tongue. There is a red bow around the bear's neck. The background is a neutral, gray color.
Portuguese-Brazil	bola de neve	57972120612.png	The image shows a stylized, three-dimensional illustration of a soccer ball. The ball is predominantly white with black pentagons and a black panel on the front. It has a glossy texture and appears to be resting on a flat surface. The ball is outlined with a thin orange line, which contrasts with the white background. There is no visible text in the image. The style of the illustration is clean and modern, with a focus on simplicity and clarity.
Portuguese-Brazil	bola de neve	24278441674.png	The image depicts a snowy landscape with a large, spherical object in the center. The object appears to be a planet or moon, given its round shape and the way it is partially obscured by the surrounding terrain. The terrain itself is rugged and covered in snow, with visible crevices and peaks. The lighting suggests a bright, possibly artificial, source illuminating the scene from the upper left side, casting shadows on the snow. There is no visible text in the image. The style of the image is a digital rendering or a photograph with a digital alteration, given the smoothness and the way the light interacts with the snow.
Portuguese-Brazil	bola de neve	90768984300.png	The image depicts two animated characters, both women, sitting at a desk. The character on the left has red hair styled in a bun, wears glasses, and is dressed in a black suit with a yellow blouse and a black skirt. She is gesturing with her right hand. The character on the right has gray hair, also wears glasses, and is dressed in a green top with a yellow apron and black pants. She is holding a coffee cup in her left hand. Both characters are seated on orange chairs. The desk has a laptop and a book on it. There is no visible text in the image.
Portuguese-Brazil	bola de neve	28120546952.png	The image is a digital illustration featuring four animated characters and a whiteboard with a graph on it. On the left, there is a character with curly hair, wearing glasses and a black suit, standing in front of the whiteboard. To the right, three seated characters are depicted: one with glasses and a beard, another with glasses and a mustache, and the third with glasses and a beard. The characters are dressed in casual attire. The whiteboard has a graph with orange and gray bars, and there is a downward trend indicated by a line graph. The style of the image is cartoonish and appears to be designed for educational or instructional purposes.
Portuguese-Brazil	bola de neve	18868952669.png	The image features a stylized, abstract representation of a snowflake. The snowflake is composed of white, translucent shapes that resemble snowflake arms or petals, with a central, more solid white core. The snowflake is set against a white background, and there are small, colored dots scattered throughout the image, which could be interpreted as snowflakes or particles in the air. The overall style is minimalist and artistic, with a focus on simplicity and the use of color to add depth and interest to the image.
Portuguese-Brazil	cortina de fumaça	11924400170.png	The image is a digital illustration featuring two animated characters and several vases. On the left, there is a young boy with dark hair, wearing an orange shirt and blue pants, with a surprised or concerned expression. On the right, there is an adult male with dark hair, wearing glasses and a brown shirt, with his mouth open as if speaking or shouting. He is gesturing with his right hand.  In the center of the image, there is a large, cracked vase with a black and orange color scheme. The vase is shattered, with pieces scattered around it. To the right of the large vase, there are two smaller vases, one of which is also cracked and has pieces missing.  In the background, there is a potted plant to the left of the boy. The setting appears to be an indoor environment, possibly a room or a studio, with a plain white background that does not provide any additional context or details. There is no visible text in the image.
Portuguese-Brazil	cortina de fumaça	80973892225.png	The image depicts a stylized, artistic representation of a sky with clouds. The clouds are fluffy and white, with some areas of orange and blue, suggesting a sunset or sunrise. A large, bright orange sun is visible in the center of the sky, casting a warm glow. The sky is a gradient of blue, transitioning to a lighter shade at the horizon. The clouds are layered, with some appearing closer to the viewer and others further away, creating a sense of depth. There is no visible text in the image. The style of the image is reminiscent of a digital painting or illustration.
Portuguese-Brazil	cortina de fumaça	53349692934.png	The image depicts a theatrical stage with a large, dramatic backdrop. The backdrop features a massive cloud of smoke, predominantly white with some gray and orange tones, suggesting a fiery or explosive effect. The smoke is dense and appears to be rising from the stage floor, which is not visible.  In the foreground, there is an audience seated in rows of chairs, facing the stage. The audience members are depicted in a simplified, cartoon-like style, with minimal detail, and they are not the focus of the image.  The stage itself is not visible, but the presence of the smoke suggests that there might be a performance or event taking place. The overall style of the image is illustrative and appears to be a digital rendering or illustration rather than a photograph. There is no visible text in the image.
Portuguese-Brazil	cortina de fumaça	39267516612.png	The image depicts a large, dark cloud of smoke with bright orange and yellow flames at its base, suggesting a fire. The smoke is dense and appears to be rising or billowing upwards. The flames are intense and seem to be consuming the smoke, creating a dramatic and destructive scene. The background is a plain, light color, which contrasts with the dark smoke and bright flames, making the fire the central focus of the image. There is no visible text in the image. The style of the image is illustrative, with a clear and detailed depiction of the fire and smoke.
Portuguese-Brazil	cortina de fumaça	98561599445.png	The image is an illustration featuring a central figure, a man, standing on a pile of what appears to be trash. He is dressed in a dark suit and has his arms outstretched, as if addressing or presenting to the crowd. The crowd consists of various individuals, each with a different pose and expression, suggesting a diverse group. The background is a plain, light color, which contrasts with the darker tones of the man and the pile of trash. There is no visible text in the image. The style of the illustration is cartoonish with a limited color palette, emphasizing the contrast between the man and the crowd.
Portuguese-Brazil	juntar os trapos	63326053551.png	The image depicts two animated characters, a girl and a boy, standing in front of a tall stack of books. The girl is on the left, holding a book and smiling. She has curly hair and is wearing a yellow top and a black skirt. The boy is on the right, also holding a book and smiling. He has short hair and is wearing a yellow shirt and gray pants. The background is plain white, emphasizing the characters and the books. There is no visible text in the image.
Portuguese-Brazil	juntar os trapos	67748207521.png	The image is a digital illustration featuring two animated characters, a boy and a girl, standing on a grassy area with trees and flowers. The boy is on the left, wearing a black t-shirt with orange sleeves, black pants, and orange sneakers. He has a backpack on his back and is looking at the girl with a slight smile. The girl is on the right, wearing an orange dress with a black backpack. She has a ponytail and is also looking at the boy with a slight smile. Both characters are facing each other and appear to be in a friendly or affectionate interaction. The background shows a city skyline with tall buildings, suggesting an urban environment. There is no visible text in the image.
Portuguese-Brazil	juntar os trapos	88925863393.png	The image shows a display case with three dresses hanging from hangers. The dresses are colorful and appear to be designed for formal occasions. The dress on the left is dark with a floral pattern and a light-colored skirt. The middle dress is orange with a white skirt and a floral pattern. The dress on the right is a blend of orange, yellow, and white, with a floral pattern and a light-colored skirt. The display case has a wooden frame and is placed against a plain background. There is no visible text in the image.
Portuguese-Brazil	juntar os trapos	83946196290.png	The image is a digital illustration featuring two animated characters, a boy and a girl, standing on a pile of orange fabric. The girl is on the left, wearing a brown cardigan, a white blouse, and a short orange skirt. She has dark hair and is smiling. The boy is on the right, dressed in a brown jacket, a white t-shirt, and blue jeans. He has short brown hair and is also smiling. Both characters are standing on a white background. There is no visible text in the image.
Portuguese-Brazil	juntar os trapos	53678420771.png	The image is a digital illustration of a man and a woman in a close embrace. The man is wearing a dark suit with a white shirt and a red tie, and the woman is dressed in a white wedding dress with a floral headpiece. They are both looking down, and the man's hand is gently placed on the woman's shoulder. The background is a plain white, and there are orange and yellow petals scattered around them, suggesting a romantic or celebratory atmosphere. There is no visible text in the image.
Portuguese-Brazil	tiro no escuro	98463478887.png	The image is a digital illustration of a stylized character. The character appears to be a young male with dark hair, wearing a blindfold over his eyes. He is holding a handgun with both hands, aiming it to the right. The blindfold is tied around his head and is orange in color. The character is wearing a brown jacket with a scarf wrapped around his neck. The background is a dark, checkered pattern. There is no visible text in the image. The style of the illustration is cartoonish with a limited color palette.
Portuguese-Brazil	tiro no escuro	93394907933.png	The image is a digital illustration of a stylized female character with curly hair and glasses. She is wearing an orange top and has her hand on her mouth, suggesting surprise or shock. The character is standing between two orange boxes, which appear to be open at the top. There is a question mark above her head, indicating curiosity or confusion. The background is plain white, which contrasts with the character and the boxes.
Portuguese-Brazil	tiro no escuro	19976231517.png	The image depicts an animated character, a man with a beard and mustache, wearing glasses and a vest, holding a rifle with a scope. He is aiming at a target with an orange bullseye. The character is standing in front of a shooting range, indicated by the circular target and the wooden stand. The man is dressed in a brown jacket and pants, and he is wearing brown boots. There is no visible text in the image.
Portuguese-Brazil	tiro no escuro	44218867735.png	The image depicts a stylized, animated character of a young baseball player in action. The character is wearing a baseball uniform with the number 17, a baseball glove on one hand, and is holding a baseball in the other. The uniform is predominantly black with orange accents, and the character has a determined expression. The character's pose suggests movement, possibly in the process of throwing the ball. The background is plain white, emphasizing the character.
Portuguese-Brazil	tiro no escuro	85685822142.png	The image features a cartoon illustration of a young girl with glasses and a bow in her hair. She is holding a scoop of ice cream in her right hand. In front of her is a small table with two items on it: a cupcake with a cherry on top and a slice of pie. The girl is standing against a plain white background. There is no visible text in the image.
Portuguese-Brazil	colocar a boca no trombone	52928557972.png	The image depicts an animated scene of a classroom setting. In the foreground, there is a teacher standing in front of a whiteboard with a graph on it. The teacher is wearing glasses, a black shirt, and brown pants, and has a beard and mustache. Behind the teacher, there are three students sitting in orange chairs. The students have various hairstyles and are looking towards the teacher. The teacher appears to be explaining something to the students, as suggested by the gesture of the hand. The style of the image is cartoonish and colorful, with a focus on simplicity and clarity.
Portuguese-Brazil	colocar a boca no trombone	19885438002.png	The image features a cartoon illustration of a young girl playing a trombone. She has dark hair tied in a ponytail and is wearing a brown plaid skirt, a white collared shirt, and brown shoes. The girl is holding the trombone with both hands, and her mouth is on the mouthpiece. The trombone is orange with a white handle. The background is plain white.
Portuguese-Brazil	colocar a boca no trombone	38226044903.png	The image depicts a stylized, animated character of a young girl sitting on a gray armchair. She has brown hair tied in a ponytail with an orange hairband. The girl is wearing an orange top with a polka dot pattern and black pants. She is holding a black video game controller in her hands. The character has a cheerful expression with her mouth slightly open and her eyes looking to the side. The background is plain white, emphasizing the character and the chair. There is no visible text in the image.
Portuguese-Brazil	colocar a boca no trombone	10278275269.png	The image is a stylized illustration featuring five animated characters. In the center stands a man with a beard, his hands clasped together in front of him, and his mouth open as if he is speaking or shouting. To his left, there is a woman with red hair, her hands clasped together in front of her, and her mouth open in a similar manner. To the right of the man, there is a woman with brown hair, her hands clasped together in front of her, and her mouth open in a similar manner. Behind the man, there is a woman with black hair, her hands clasped together in front of her, and her mouth open in a similar manner. In the background, there is a woman with orange hair, her hands clasped together in front of her, and her mouth open in a similar manner. The characters appear to be in a state of surprise or shock. There is no visible text in the image.
Portuguese-Brazil	colocar a boca no trombone	65115515628.png	The image features a stylized animated character, a young girl with dark hair tied up in a bun with an orange hair accessory. She is wearing a traditional Japanese kimono in a warm orange color with a pattern of small white dots. The kimono has long sleeves and a wide collar. The girl is holding a black flute in her right hand, which is raised to her lips as if she is playing it. She has a cheerful expression with a slight smile and her eyes are looking upwards and to the left. The background is plain white, emphasizing the character and her activity. There is no visible text in the image.
Portuguese-Brazil	ficar em cima do muro	92594181630.png	The image is a stylized illustration featuring three animated characters. On the left, there is a male character with brown hair, wearing a yellow sweater, blue jeans, and brown shoes. In the center, there is a female character with brown hair, wearing a black dress and black shoes. On the right, there is another male character with brown hair, wearing glasses, a brown jacket, and brown shoes. The characters are standing and appear to be engaged in a conversation. The female character is gesturing with her hands and has a smile on her face. There are three speech bubbles in the image: one above the male character on the left, one above the female character, and one above the male character on the right. The speech bubbles are orange and contain no visible text. The background is plain white.
Portuguese-Brazil	ficar em cima do muro	91573343050.png	The image depicts an animated scene of a young girl sitting on a brick wall. She has blonde hair tied in a ponytail and is wearing an orange shirt and black shorts. The girl is looking to the side with a contemplative expression. The wall is covered in green moss and orange flowers, and there are additional orange flowers growing around the base of the wall. Above the wall, there is a large, fluffy white cloud with a few small birds flying around it. The background is a plain, light color, providing a contrast to the detailed foreground. There is no visible text in the image.
Portuguese-Brazil	ficar em cima do muro	46892002838.png	The image is a digital illustration featuring a young woman standing in the center of a crowd. She has long, dark hair and is wearing a white dress. The woman is looking slightly to her right with a neutral expression. The crowd consists of various individuals, each with different hairstyles and clothing, suggesting a diverse group. The background is plain and does not provide any additional context. There are no visible texts or distinguishing marks that provide further information about the image. The style of the illustration is cartoonish with a limited color palette, emphasizing the woman in the foreground.
Portuguese-Brazil	ficar em cima do muro	21313466021.png	The image depicts a stylized, weathered wooden door with a vibrant orange hue. The door features a horizontal slat design and is equipped with a metal latch and two yellow door handles. Above the door, there is a small, rectangular sign with the text ""BONJOUR"" in a playful, handwritten font. To the right of the door, there is a small potted plant with green leaves. The door is set against a plain, light background. The overall style of the image is cartoonish and whimsical, with a focus on the door and its immediate surroundings.
Portuguese-Brazil	ficar em cima do muro	24798738770.png	The image is a digital illustration featuring a young girl with dark hair tied in a bun, sitting on a rock in front of a white picket fence. She is wearing a light-colored top and brown pants. The girl is looking to the side with a contemplative expression. In front of her, there is a vibrant display of orange flowers with green leaves. The flowers are in full bloom, and the scene suggests a peaceful, possibly early morning or late afternoon setting. There is no visible text in the image.
Portuguese-Brazil	chover canivetes	38565358789.png	The image depicts a stylized illustration of a fire hydrant with a water spout. The hydrant is orange with black accents and is situated on a patch of grass with rocks and small orange flowers. Water is spraying from the spout, creating droplets that are falling around the hydrant. The background is plain white, emphasizing the subject. There is no visible text in the image.
Portuguese-Brazil	chover canivetes	18559270598.png	The image depicts a stylized illustration of a wooden table with a large orange bowl filled with a yellowish liquid, possibly soup, placed on it. To the right of the bowl, there is a wooden spoon resting on the table. The table is set against a plain white background. The style of the image is cartoonish and simplistic, with a limited color palette and a focus on the objects' outlines and shapes.
Portuguese-Brazil	chover canivetes	25703299188.png	The image depicts a stylized, artistic representation of a cityscape with a dense cluster of buildings. Above the city, there is a large, dark cloud with a lighter, fluffy base, from which numerous orange butterflies are flying. The sky is filled with smaller, darker clouds and what appear to be missiles or projectiles. The overall style is illustrative and colorful, with a playful and somewhat surreal quality. There is no visible text in the image.
Portuguese-Brazil	chover canivetes	77061803035.png	The image depicts a rainy street scene at night. There are two traffic lights, both showing a yellow signal, positioned on either side of the street. The traffic lights are illuminated by orange lights. In the foreground, there are several orange and white traffic cones, which are also illuminated by orange lights. The street appears to be flooded, with water reaching up to the cones. The sky is overcast, and the rain is falling, creating a reflective sheen on the water. There are no visible texts or distinctive brands in the image. The style of the image is a digital rendering with a focus on realism.
Portuguese-Brazil	chover canivetes	65093090849.png	The image shows a cartoon-style illustration of an open suitcase with a variety of knives inside. The suitcase is orange with a brown trim and has two visible latches. The knives are of different sizes and designs, with some having wooden handles and others with metallic blades. The suitcase is placed against a dark background. There is no visible text in the image.
Portuguese-Brazil	esperar a cegonha	15480483466.png	The image shows two stylized birds with a predominantly white body and orange beaks and legs. They have a fluffy appearance with a hint of brown on their wings and tail. The birds are standing side by side, facing the same direction, and appear to be in a calm state. There is no visible text in the image. The style of the image is illustrative, with a clean and smooth finish.
Portuguese-Brazil	esperar a cegonha	38820841327.png	The image depicts a single rhinoceros standing on a plain background. The rhinoceros is shown in a side profile, facing to the right. It has a large, rounded body with a prominent hump on its back, which is characteristic of rhinoceroses. The skin appears textured and is a uniform brown color. The rhinoceros has two small horns on its head, which are also brown. Its eyes are open and visible, and it has a small, dark nose. The rhinoceros has four legs, each with a hoof at the end. The image is a digital illustration with a realistic style.
Portuguese-Brazil	esperar a cegonha	81578586521.png	The image is a stylized illustration featuring two characters, a man and a woman, standing on a platform with a cityscape in the background. The man is wearing a green shirt, a brown hat, and a backpack, while the woman is dressed in a yellow top and a brown skirt. Both characters are looking up at a large bird with orange and black feathers, which is flying overhead. The bird has a long beak and is depicted in mid-flight. Below the bird, there are several smaller birds in the sky. The platform has a clock on a pole, and there are trees and buildings in the background. The overall style of the illustration is flat with a limited color palette.
Portuguese-Brazil	esperar a cegonha	76835852944.png	The image is a digital illustration of a woman with curly hair. She is wearing a black top and an orange skirt. The woman is holding a glass of wine to her lips, suggesting she is about to take a sip. Her eyes are closed, and she appears to be enjoying the moment. The background is plain white, which puts the focus entirely on the woman and her action. There is no visible text in the image.
Portuguese-Brazil	esperar a cegonha	32849842973.png	The image is a digital illustration of a pregnant woman. She has dark skin and curly hair. The woman is wearing a bright orange dress with a black top and a yellow skirt. She has her hands on her hips and is looking down with her eyes closed. The background is plain white.
Portuguese-Brazil	engolir sapo	25038902911.png	The image features a stylized, cartoon-like depiction of a snake. The snake has a prominent orange and brown pattern along its body, with a lighter underbelly. It has a large, round eye on its head and a small, pointed tail. The snake is coiled in a relaxed manner, with its body forming a gentle curve. The background is plain and white, which contrasts with the vibrant colors of the snake. There is no visible text in the image.
